RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
40;;;;5 АП;16991,;;;A>B;A;ДС Кунцевщина - Ландера;1234567;186621;;15858,15553,15554,58331,72952,15517,15247,15250,15251,14839,15279,15280,15281,14685,14686,14687,14688,14689,14690,73579,15869,15665,15838,15020,15021,15022,15023,15024,15025,15026,15031,15032,15033,15034,15029;;d1-d5 - 01.12.2016<br>d6-d7 - 09.07.2016
;;;;;;;;B>A;A;Ландера - ДС Кунцевщина;1234567;186624;;15029,69069,69102,15030,15059,15060,15061,15062,15063,15064,15065,15837,15839,15845,15870,14572,14573,14575,14576,14577,15220,15221,15222,14700,15252,15253,15258,15518,15519,72951,15520,15521,15522,15858;;
41;;;;;17322,;;;A>B;A;ДС Одоевского - Каменная Горка-5;12345;202805;;14850,14853,15249,15254,15255,15226,15241,15242,15518,15519,72951,71956,71954,71953,71456,14605,14606,14607,14608,14610,73868,73864,73865,73866;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Каменная Горка-5 - ДС Одоевского;12345;202804;;73866,133344,72403,14602,14603,71957,71952,71955,58331,72952,15517,15259,15260,15261,15262,15256,15257,15248,14852,14850;;
;;;;;;;0.28;E>C1;A;ДС Масюковщина - Каменная Горка-5;12345;202803;;14606,14607,14608,14610,73868,73864,73865,73866;;
42;;;;;17168,;;;A>B;A;ДС Сухарево-5 - Люцинская;1234567;161955;;133395,73663,69090,73484,58361,15177,14893,15178,14878,14867,14600,14601,15522,151194,147007,199081,133381,133382,133386,133383;;d1 - 05.06.2017<br>d2-d5 - 06.06.2017<br>d6-d7 - 02.01.2017
;;;;;;;;B>A;A;Люцинская - ДС Сухарево-5;1234567;161954;;133383,133387,133389,187018,147047,147006,72403,14606,14607,14868,14889,14890,14891,58360,58362,15141,73666,73665,133395;;
;;;;;;;0;D>B;A;АП 5 - Люцинская;67;161961;;54194,14878,14867,14600,14601,15522,151194,147007,199081,133381,133382,133386,133383;;
;;;;;17322,;;0.58;D>B1;A;D - Люцинская;12345;202817;;14878,14867,14600,14601,15522,151194,147007,199081,133381,133382,133386,133383;;
43;;;;4 АП;17320,;;;A>B;A;ДС Дружная - Степянка;1234567;191918;;15914,15918,15903,15904,15905,15906,15612,15613,15614,14477,15478,15475,15476,15814,15811,14736,14737,15364,15365,15366,69253,15381,15382,15383,15384,15385;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Степянка - ДС Дружная;1234567;191919;;15385,15386,15387,15377,15370,15367,15368,15417,14777,14778,15812,15813,15474,15477,14474,15626,15627,15628,15907,15908,15909,54334,15910,15911,71378,15914;;
43д;;;;;;;;A>B;A;Ст.м. Тракторный завод - Степянка;1234567;191924;;15813,15814,15811,14736,14737,15364,15365,15366,69253,15381,15382,15383,15384,15385;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Степянка - Ст.м. Тракторный завод;1234567;191923;;15385,15386,15387,15377,15370,15367,15368,15417,14777,14778,15812,15813;;
44;;;;7 АП;17334,;;;A>B;A;ДС Карастояновой - ст Ждановичи;1234567;203225;;15750,15714,73818,73819,68965,15018,14758,14467,14456,15731,15736,14471,15741,15218,15011,15526,15039,15040,15041,15855,15853,15851,15849,54761,15077,15046,15075,15078,15079,15080;;d1-d5 - 17.06.2017<br>d6-d7 - 17.06.2017
;;;;;;;;B>A;A;ст Ждановичи - ДС Карастояновой;1234567;203224;;15080,15081,15082,15076,15083,15921,54757,15850,15852,15854,15856,15084,15112,15113,15890,15743,58359,15740,15737,14516,14517,14518,14519,58357,73932,73820,15750;;
45;;;;2 АП;17318,;;;A>B;A;д/с Дружная - Минскрыбпром;12345;198252;;15914,15665,15838,15840,14810,14812,15065,15103,15101,15105,15106,15091,15071,15072,15073,15074;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Минскрыбпром - д/с Дружная;12345;198253;;15074,15085,15086,15087,15088,15090,15097,15100,15102,14720,15842,15841,15839,15844,73075,15914;;
46;;;;;;;;A>B;A;ДС Масюковщина - Бобруйская;1234567;197420;;15228,15241,15242,15247,15250,15251,14839,15279,15280,15281,14685,14686,14687,14688,14570,14571,15893,15894,133147,212036;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Бобруйская - ДС Масюковщина;1234567;197419;;212036,69093,15944,15892,14525,14526,14575,14576,14577,15220,15221,15222,14700,15252,15253,15258,15259,15260,15261,15262,15228;;
48;;;;6 АП;;;;A>B;A;ДС Чижовка - Ландера;12345;199953;;15534,15539,15540,15541,15542,269675,15485,15486,15456,58334,15085,15086,15087,15088,15052,15053,15056,15057,15058,15027,69101,15028,15029;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Ландера - ДС Чижовка;12345;199952;;15029,15036,15037,15038,15031,15047,15048,15049,15050,15051,15071,15072,15073,15074,15960,15490,15459,15460,15469,269674,15499,15500,15501,15538,14616,15710,15533,15534;;
49;;;;4 АП;;;;A>B;A;ДС Масюковщина - С. Ковалевской;1234567;180909;;15228,15241,15242,15247,15250,15251,14701,14702,14703,14704,14714,14716,54642,15925,15927,15673,15675,14718,15676,15677,15678,15679;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;С. Ковалевской - ДС  Масюковщина;1234567;180912;;15679,15680,15681,15682,15698,15670,15671,15672,58363,15923,14762,14715,14817,14818,14819,14838,15252,15253,15258,15259,15260,15261,15262,15228;;
50с;;;;2 АП;;;;A>B;A;ДС Дружная - ДС Сухарево-5;1234567;199462;;15914,204368,54508,15845,15870,14572,14573,14576,14591,14852,15562,15587,15132,15136,15137,15138,15139,15140,15141,73666,73665,133395;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ДС Сухарево-5  - ДС Дружная;12345;199464;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15589,15588,14853,14682,14684,14687,14689,14690,73579,15869,73075,15914;;
;;;;;17320,;;;B>A;A;ДС Сухарево-5 - ДС Дружная;67;199534;;133395,73663,69090,58340,15153,15154,15158,15159,15160,15589,15588,14853,14682,14684,14687,14689,14690,73579,15869,73075,15914;;
;;;;;17318,;;0;B>D;A;ДС Сухарево-5 - D АП 2;12345;199459;;133395,73663,69090,58340,15153,15154,15158,15159,15160;;
51;;;;;;;;A>B;A;ДС "Чижовка-1" - О.П. Лошица;1234567;198449;;15773,15772,15533,15534,15539,15540,15541,15485,15486,15487,15488,16125,16124,16127,72008,191170,191171;;d1-d7 - 01.06.2017
;;;;;;;;B>A;A;О.П. Лошица - ДС "Чижовка-1";1234567;198450;;191171,16128,16126,16123,15457,15458,15459,15460,15469,15500,15501,15502,71280,15771,15773;;
53;;;;;;;;A>B;A;ДС Дружная - Ландера;1234567;197471;;15914,15665,15838,15840,14810,14812,15104,15103,15101,15099,15105,15106,15052,15053,15056,15057,15058,15031,15032,15033,15034,15035;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Ландера - ДС Дружная;1234567;197470;;15035,15036,15037,15038,15047,15048,15049,15050,15090,15097,15098,15100,15102,14720,15842,15841,15839,15844,15914;;
54;;;;5 АП;17320,;;;A>B;A;ДС Запад-3 - ст.м. Спортивная;1234567;185439;;69517,14878,14600,14601,14602,14603,71957,133399,188136,188138,188140,15517,15247,15248,14593;;d1-d5 - 05.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;ст.м. Спортивная - ДС Запад-3;1234567;185440;;14593,15245,15246,15518,188142,188141,188139,188137,151196,71456,14605,14606,14607,14868,72620,69517;;
55;;;;2 АП;17318,;;;A>B;A;АВ Восточный - Ж/д ст. Минск-Южный;12345;198460;;14795,14796,14802,14803,14804,15447,15448,16186,195083,16187;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Ж/д ст. Минск-Южный - АВ Восточный;12345;198461;;16187,15548,15549,14727,14728,14729,14730,14731,14732,14795;;
56;;;;6 АП;;;;A>B;A;ДС Серебрянка - Дражня;12345;192953;;14501,14504,54305,54306,15759,15801,15804,15806,15807,15810,14735,14736,14737,15379,15380,15401;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Дражня - ДС Серебрянка;12345;192954;;15401,15402,15403,15417,14777,14778,14779,15809,15808,15805,15803,15802,15758,15760,15762,14475,14476,14501;;
57;;;;4 АП;;;;A>B;A;ДС Восточная - Семашко;1234567;191410;;15629,15983,15986,15984,15179,15779,15566,15122,15567,15568,15936,15937,15931,15934,15926,15924,14763,15201,16249,15685,15686,15688,15689,230205,16251;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Семашко - ДС Восточная;1234567;191411;;16251,15197,15693,15694,16253,15200,15596,14816,15922,68958,15929,15930,15932,15597,15599,15600,15778,15150,15182,15987,15988,15629;;
58;;;;6 АП;;;;A>B;A;АС Автозаводская  - ТЦ Ома;1234567;202389;;14830,15620,15954,14901,133409,73907,73908,14837,14832;;d1-d5 - 01.06.2017<br>d6 - 03.06.2017<br>d7 - 03.06.2017
;;;;;;;;B>A;A;ТЦ Ома - АС Автозаводская;1234567;202390;;14832,14899,16254,14621,14829,14712,14711,14830;;
59;;;;;17334,;;;A>B;A;ДС Чижовка - Кульман;1234567;203140;;68866,71280,15527,15528,15529,15769,14707,14708,14549,15622,15623,15624,14733,14734,14736,14737,14739,14740,14741,14742,14754,15514,15952,15889,15735,15732,15730,15719,15718,15721;;d1 - 19.06.2017<br>d2-d5 - 20.06.2017<br>d6-d7 - 17.06.2017
;;;;;;;;B>A;A;Кульман - ДС Чижовка;1234567;203137;;15721,14456,15731,14516,14517,14518,14765,14766,14767,14769,14770,14771,14772,14774,14775,14777,14778,14780,14781,15617,15618,58366,14550,149028,14579,14588,15530,15531,15532,15533,68866;;
;;;;;;;0.88;B1>D;A;Кульман - АП 6;1234567;203142;;15721,14456,15731,14516,14517,14518,14765,14766,14767,14769,14770,14771,14772,14774,14775,14777,14778,14780,14781,15617,15618,58366,14550,149028,14579,14588,15530;;
;;;;;;;0.46;D>B1;A;АП 6 - Кульман (подбор с Круглой);1234567;203141;;14737,14739,14740,14741,14742,14754,15514,15952,15889,15735,15732,15730,15719,15718,15721;;
60;;;;5 АП;17318,;;;A>B;A;ДС Запад-3 - ТЦ Ждановичи;1234567;198858;;69517,14878,14608,72405,72406,151194,147007,151195,71450,133184,133183;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Запад-3;1234567;198859;;133183,133185,230015,71451,147047,147006,72615,72616,72617,14868,72620,69517;;
61;;;;6 АП;17293,;;;A>B;A;ДС Ангарская-4 - Селицкого;1234567;201417;;68909,15305,15306,15307,15308,15332,15342,15339,15340,15341,15620,16040,14745,14747,14748,14749,58367,14784,14785,14786,14787,14788,14789,14792,14793,69287;;d1-d5 - 05.06.2017<br>d6 - 10.06.2017<br>d6-d7 - 07.05.2017<br>d7 - 10.06.2017
;;;;;;;;B>A;A;Селицкого - ДС Ангарская-4;1234567;201419;;69287,69288,14791,14794,14820,14821,14822,14823,69249,14824,14825,14828,16041,15298,15299,15300,15301,15302,15303,15326,15327,15328,15329,68849,68909;;
;;;;;;;0.65;D>B1;A;АП-6 - ст.м. Могилёвская - Селицкого;67;201421;;15620,16040,14745,14747,14748,14749,58367,14784,14785,14786,14787,14788,14789,14792,14793,69287;;
62э;;;;4 АП;17318,;;;A>B;A;ДС Запад-3 - Новинки;12345;201658;;69517,15170,14860,14615,14682,14838,14841,14844,14964,14967,14968,15957;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Новинки - ДС Запад-3;12345;201659;;15957,15001,15002,14695,14696,14699,14591,14593,14865,14882,14888,69517;;
63;;;;7 АП;17322,;;;A>B;A;ДС Уручье-2 - Великий Лес;12345;202662;;14386,14384,14382,14648,14646,14644,14642,14376,14373,14371;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Великий Лес- ДС Уручье-2;12345;202663;;14371,14374,14375,14377,14643,14645,14647,14381,14383,14385,14386;;
63д;;;;;;;;A>B;A;ДС Уручье-2 - Фогеля;12345;202655;;14386,14384,14382,14648,14646,14644,14642,14376,14373,14372,14369,14368,271011,271013,271014;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Фогеля - ДС Уручье-2;12345;202656;;271014,271012,14366,14365,14367,14370,14371,14374,14375,14377,14643,14645,14647,14381,14383,14385,14386;;
64;;;;;17301,;;;A>B;A;ДС Уручье-2 - Макаенка;12345;201702;;14386,14404,14633,14629,14407,14410,14412,14413,14416,14631,14418,14420,14341,14343,14423,14425,14427,14428;;d1-d5 - 15.05.2017<br>d6 - 08.06.2017
;;;;;;;;B>A;A;Макаенка - ДС Уручье-2;123456;201699;;14428,14426,14424,14346,14342,14422,14421,14419,14417,14415,14414,14411,14409,14408,14406,14628,14405,14386;;
;;;;;;;0.2;D>B1;A;АП - Обсерватория - Макаенка;12345;201697;;14343,14423,14425,14427,14428;;
65;;;;2 АП;17320,;;;A>B;A;ДС Лошица-2 - Городской Вал;1234567;198576;;68811,15462,15463,15464,15490,15487,15488,16125,16124,16127,72008,191173,15493,15494,15546,15547,15548,15549,14805,15880,15881,15883,15884,15885,15912,15920,14690;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Городской Вал - ДС Лошица-2;1234567;198577;;14690,73579,15122,15774,15891,15918,15886,15887,15878,15879,15882,14724,14726,15447,15448,15449,15450,15451,15452,16129,72007,16128,16126,16123,15457,15458,15456,15465,15466,15467,68810,68811;;
;;;;;;;0.46;A1>D;A;ДС Лошица-2 - Камвольный к-т - D;1234567;198579;;68811,15462,15463,15464,15490,15487,15488,16125,16124,16127,72008,191173,15493,15494,15546,15547;;
;;;;;;;0.45;B1>D;A;Городской Вал - Козыревская - D;1234567;198580;;14690,73579,15122,15774,15891,15918,15886,15887,15878,15879,15882,14726;;
;;;;;;;0.44;D>A1;A;D - Камвольный к-т - ДС Лошица-2;1234567;198578;;15450,15451,15452,16129,72007,16128,16126,16123,15457,15458,15456,15465,15466,15467,68810,68811;;
;;;;;;;0.47;D>B1;A;D - Семенова - Городской Вал;1234567;198581;;15549,14805,15880,15881,15883,15884,15885,15912,15920,14690;;
66;;;;6 АП;17318,;;;A>B;A;АС Автозаводская  - Промышленная;1234567;195939;;14830,15620,15954,14901,14831,14834,14835,14836;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Промышленная - АС Автозаводская;1234567;195940;;14836,14895,14829,14712,14711,14830;;
67;;;;;17322,;;;A>B;A;ДС Чижовка - Колядичи;12345;198669;;68866,15539,15540,15541,15542,15485,15486,15456,58364,15990,15992,15993,15995,15997,15999,15998;;d1 - 05.06.2017<br>d2-d5 - 01.07.2017
;;;;;;;;B>A;A;Колядичи - ДС Чижовка;12345;198670;;15998,73901,16000,15996,15994,16001,15991,15490,15459,15460,15469,15499,15500,15501,15502,193249,68866;;
68;;;;7 АП;17318,;;;A>B;A;ДС Карастояновой - Северное кладбище;1234567;191558;;15714,15713,58346,14693,14694,14964,14968,14970,14971,16091,16093;;d1-d5 - 01.06.2017<br>d6 - 03.06.2017<br>d7 - 03.06.2017
;;;;;;;;B>A;A;Северное кладбище - ДС Карастояновой;1234567;191559;;16093,16090,14972,14999,15001,14845,14846,15716,15715,15750,15714;;
68в;;;;;;;;A>B;A;ДС Карастояновой - Городок;12345;191560;;15714,15713,58346,14693,14694,14964,14968,14970,14971,133406,16099;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Городок - ДС Карастояновой;12345;191561;;16099,111279,14972,14999,15001,14845,14846,15716,15715,15750,15714;;
69;;;;4 АП;;;;A>B;A;Вокзал - Масюковщина;1234567;179241;;243538,15870,15868,16238,15009,15010,15011,15526,15039,15040,15041,54537,15236,15237,15238,15239,16234,133181,16235;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Масюковщина - Вокзал;1234567;179244;;16235,16233,133157,15229,15230,15231,15235,14699,14841,54519,15084,15112,15113,15890,15114,15115,16239,15866,230003,243538;;
70;;;;6 АП;;;;A>B;A;АС Автозаводская - Дражня;1234567;195376;;133405,14711,14743,14623,14622,14624,14705,14706,15769,15770,14546,14548,14549,14580,14582,14709,14710,14507,15286,15362,15363,15379,15380,15401;;d1-d5 - 01.06.2017<br>d6 - 03.06.2017<br>d7 - 03.06.2017
;;;;;;;;B>A;A;Дражня - АС Автозаводская;1234567;195375;;15401,15402,15403,15417,15283,15284,14506,58374,15618,58375,58366,14550,14544,14545,14547,14478,14479,14583,14585,14584,14619,14620,16180,14626,133405;;
;;;;;;;0;D>A;A;АП 6 - ДС Автозаводская;12345;195374;;14479,14583,14585,14584,14619,14620,16180,14626,133405;;
72;;;;;;;;A>B;A;ДС Шабаны - ст.м. Могилёвская;12345;198189;;14746,14753,14824,14825,14828,16041,14712,133405;;d1-d4 - 01.06.2017<br>d5 - 02.06.2017
;;;;;;;;B>A;A;ст.м. Могилёвская  - ДС Шабаны;12345;198186;;133405,15620,16040,16042,14826,14625,14713,14744,14746;;
72д;;;;;;;;A>B;A;ст.м. Могилёвская - Электродепо Могилевское;12345;198173;;133405,15620,16112;;d1-d4 - 01.06.2017<br>d5 - 02.06.2017
;;;;;;;;B>A;A;Электродепо Могилевское - ст.м. Могилёвская;12345;198172;;16112,14712,133405;;
73;;;;;17257,;;;A>B;A;ДС Серова - Лебяжий;1234567;198528;;69176,15068,15095,15096,15097,15100,15102,15065,15837,15839,15845,15920,15599,15009,15010,15011,15526,15039,14532,14534,14536,14539,14551,14553,270055,270057,270059,270060;;d1-d5 - 01.06.2017<br>d6-d7 - 01.04.2017
;;;;;;;;B>A;A;Лебяжий - ДС Серова;1234567;198529;;270060,270058,270056,14554,14564,14565,14566,14531,15112,15113,15890,15114,15115,15566,15122,15774,15891,15665,15838,15020,15104,15103,15101,15105,15092,15093,15094,69175,69176;;
74с;;;;4 АП;17320,;;;A>B;A;ДС Малиновка-4 - Городской Вал;1234567;172403;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15200,15205,15209,15211,15597,14690;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Городской Вал - ДС Малиновка-4;1234567;172399;;14690,15122,15568,15210,15208,15204,14908,212056,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
75;;;;5 АП;17306,;;;A>B;A;ДС Малиновка-4 - ст.м. Петровщина;1234567;202028;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,15594,15595,15664,15197;;d1-d5 - 01.06.2017<br>d6-d7 - 20.05.2017
;;;;;;;;B>A;A;ст.м. Петровщина - ДС Малиновка-4;1234567;202030;;15197,15198,15570,15571,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;;;0.74;D>A1;A;АП 5 - ДС Малиновка-4 (подбор со ст.м. Петровщина);1234567;202029;;15198,15570,15571,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
76э;;;;6 АП;17324,;;;A>B;A;ДС Ангарская-4 - ТЦ Ждановичи;234567;203021;;68909,15330,15331,15332,15414,15417,14740,14754,14757,14760,14758,14759,14696,15853,14553,14555,14556,14557,14558,58376;;d2-d5 - 07.06.2017<br>d6 - 10.06.2017<br>d7 - 10.06.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Ангарская-4;234567;203022;;58376,14559,14560,14561,14562,14563,14552,15854,14844,14764,14765,14766,14767,14770,14774,15404,15409,15303,15304,15833,68909;;
77;;;;7 АП;17318,;;;A>B;A;ДС Уручье-2 - Магистр;1234567;186762;;14386,14384,14382,14649,14651,14674,14379,14665,14666,68844,14431,243482,243481,14419,14417,243422,243423,243425,243426;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Магистр - ДС Уручье-2;1234567;186763;;243426,243421,243424,14416,14631,243428,243429,14676,14650,14381,14383,14385,14386;;
78;;;;4 АП;;;;A>B;A;ДС Каменная горка-5 - Бобруйская;1234567;197738;;147018,73866,133344,72403,15553,15554,58331,72952,15517,15247,15254,15255,15263,15277,15278,15279,15280,15281,14685,14686,14687,14688,14570,14571,15893,15894,133147,212036;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Бобруйская  - ДС Каменная горка-5;1234567;197735;;212036,69093,15944,15892,14525,14526,14575,14576,14577,15220,15221,15222,15223,15224,15225,15256,15257,15258,15518,15519,72951,15520,15521,15522,147005,273193,147018;;
79;;;;6 АП;;;;A>B;A;АС Автозаводская - Вокзал;1234567;172725;;133405,14711,14743,14623,14622,14624,14705,14706,15769,14707,14708,14543,14542,14510,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Вокзал - АС Автозаводская;1234567;172723;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14478,14479,14583,14585,14584,14619,14620,16180,14626,133405;;
;;;;;;;0.82;B1>D;A;Вокзал - АП 6 (подбор);12345;172727;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14478,14479,14583,14585,14586;;
;;;;;;;0.27;D>A1;A;АП 6 - АС Автозаводская (подбор с Машиностроителей);12345;172726;;14479,14583,14585,14584,14619,14620,16180,14626,133405;;
79д;;;;;;;;A>B;A;АС Автозаводская - ст. Аэрации -  Вокзал;12345;172733;;133405,14626,14901,133409,14833,14511,14899,16254,14624,14705,14706,15769,14707,14708,14543,14542,14510,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Вокзал - ст. Аэрации -  АС Автозаводская;12345;172736;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14478,14479,14583,14585,14584,14619,14620,14901,133409,14833,14511,14899,16254,14621,14712,14711,133405;;
80;;;;7 АП;17323,;;;A>B;A;ДС Карбышева - Великий Лес;12345;199895;;14364,14439,14388,14390,14392,14395,14397,14399,14401,14403,14346,14342,14678,14500,14676,14652,14378,14642,14376,14373,14371;;d1-d5 - 06.06.2017
;;;;;;;;B>A;A;Великий Лес - ДС Карбышева;12345;199896;;14371,14374,14375,14377,277102,14656,14653,14675,14488,14677,14343,14344,14402,14400,14398,14396,14394,14391,14389,14364;;
81э;;;;6 АП;16892,;;;A>B;A;ДС Лошица-2 - Вокзал;12345;183945;;68811,15468,15485,15486,15491,15492,15493,15552,243538;;d1-d5 - 01.04.2016
;;;;;;;;B>A;A;Вокзал - ДС Лошица-2;12345;183946;;243538,15443,15444,15454,15455,15459,15460,15461,68810,68811;;
82с;;;;2 АП;17322,;;;A>B;A;ДС Серебрянка -  Корженевского;12345;202538;;14501,54305,54306,15757,15756,15754,14796,14802,14803,14805,14806,14808,14809,14810,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,71466;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Корженевского - ДС Серебрянка;12345;202536;;71466,15056,15057,15058,15059,15060,15062,15063,15064,14720,14721,14722,14723,14724,14726,14728,14729,14730,15752,15753,14472,15758,15762,14475,14476,14501;;
83э;;;;4 АП;17318,;;;A>B;A;ДС Малиновка-4 - ТЦ Ждановичи;234567;198971;;54638,14951,14982,15585,15643,15645,58341,14874,14878,14600,14602,71450,133184,133183;;d2-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Малиновка-4;234567;198972;;133183,133185,151196,14606,14868,14870,58335,15640,15641,15577,14980,14949,147112,54638;;
;;;;;;;0.31;A1>D;A;ДС Малиновка-4 -  АП 4;234567;198970;;54638,14951,14982,15585,15643,15645;;
;;;;;;;0.28;D>A1;A;АП 4 - ДС Малиновка-4;234567;198973;;15641,15577,14980,14949,147112,54638;;
84;;;;4 АП+ 5 АП;17351,;;;A>B;A;ДС Малиновка-4 - Слепянка;12345;204215;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,15196,204052,15197,15200,14815,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14732,14733,15812,15813,15473,15435,15436,15437,15438,15439,15440;;d1-d5 - 04.07.2017
;;;;;;;;B>A;A;Слепянка - ДС Малиновка-4;12345;204216;;15440,14774,15441,15470,15471,15472,15815,15814,15811,14781,14782,14795,14796,14802,14803,14804,14805,14806,14808,14809,14810,14813,14814,14815,14908,212056,14910,14911,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.38;A1>D;A;Малиновка-4 - АП 5 (подбор до ст. м. Михалово);12345;204227;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15212;;
;;;;;;;0.88;A4>D;A;Малиновка-4 - D АП 4;12345;204212;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,204052,15197,15200,14815,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14732,14733,15812,15813,15473;;
;;;;;;;0.13;B1>D;A;Слепянка - АП 4 (подбор);12345;204222;;15440,14774,15441,15470,15471,15472,15817;;
;;;;;;;0.64;B2>D;A;Слепянка - D  АП5;12345;204213;;15440,14774,15441,15470,15471,15472,15815,15814,15811,14781,14795,14796,14802,14803,14804,14805,14806,14808,14809,14810,14813,14814,200012,14908;;
;;;;;;;0.36;D>A2;A;D АП 5 - Малиновка-4 (подбор со ст.м. Михалово));12345;204225;;14908,212056,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.8;D>A4;A;D АП 4 - Малиновка-4 (подбор);12345;204223;;15811,14781,14782,14795,14796,14802,14803,14804,14805,14806,14808,14809,14810,14813,14814,14815,14908,212056,14910,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.12;D>B1;A;D АП 4 - Слепянка (подбор);12345;204220;;15473,15435,15436,15437,15438,15439,15440;;
;;;;;;;0.62;D>B2;A;D АП 5 - Слепянка (подбор);12345;204219;;15200,14815,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14733,15812,15813,15473,15435,15436,15437,15438,15439,15440;;
85с;;;;2 АП;17318,;;;A>B;A;ДС Дружная - Гатово;1234567;197530;;15914,15918,15444,15447,15450,58334,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Гатово - ДС Дружная;1234567;197529;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15547,15549,54334,71378,15914;;
;;;;;;;0.77;B1>D;A;Гатово - Камвольный к-т -  АП 2;1234567;197532;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15547;;
;;;;;;;0.77;D>B1;A;АП 2 - Камвольный к-т - Гатово;1234567;197531;;15450,58334,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;
86;;;;7 АП;;;;A>B;A;Копище - Озерище;1234567;201242;;144043,161015,14662,14659,14657,14656,14653,14650,14648,14646,14644,14642,14630,16157,14636,16158,14634;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
