RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
127;;;;2 АП;17320,;;;A>B;A;ДС Серебрянка - Пл. Независимости;1234567;197902;;14501,54486,15794,15796,15799,15757,15756,15754,14797,14798,14799,15608,15609,15610,16246,15869;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Пл. Независимости - ДС Серебрянка;1234567;197901;;15869,15894,15309,73595,15611,14800,14801,15752,15753,14472,15800,15798,15797,15793,14503,14501;;
128;;;;5 АП;17322,;;;A>B;A;Каменная горка-4-ст.м.Каменная горка;12345;202844;;187018,147047,147006,72403,14606,14607,14608;;d1 - 05.06.2017<br>d2-d5 - 06.06.2017
;;;;;;;;B>A;A;ст.м.Каменная горка-Каменная горка-4;12345;202845;;14608,187018;;
129;;;;6 АП;17318,;;;A>B;A;АС Автозаводская - Станция Аэрации;12345;195945;;14830,15620,14901,133409,14833,14511;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Станция Аэрации - АС Автозаводская;12345;195946;;14511,14899,14831,14834,14835,14894,14895,14712,14711,14830;;
130;;;;5 АП;17257,;;;A>B;A;ДС Одоевского - ТЦ Ждановичи;1234567;198846;;14850,15169,15195,14818,14819,14838,14839,14840,14841,14539,14551,14553,14555,14556,14557,14558,58376;;d1 - 26.06.2017<br>d2-d5 - 06.06.2017<br>d6-d7 - 01.04.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Одоевского;1234567;198847;;58376,14559,14560,14561,14562,14563,14554,14564,14565,14699,14700,14701,14702,14703,14848,14849,15563,14850;;
131;;;;7 АП;17318,;;;A>B;A;ДС Карастояновой - Цнянка;1234567;191568;;15714,15713,58346,14693,14694,14964,14965,14966,14967,14968,14969,14970,16085,16087,16088;;d1-d5 - 01.06.2017<br>d6 - 03.06.2017<br>d7 - 03.06.2017
;;;;;;;;B>A;A;Цнянка - ДС Карастояновой;1234567;191569;;16088,14972,14999,15000,15001,15002,15003,15004,15005,14845,14846,15716,15715,15750,15714;;
132;;;;2 АП;;;;A>B;A;ДС Малиновка-4 - Щомыслица;1234567;197552;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16255,68998,16118,16119,16120,204440,204294;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Щомыслица - ДС Малиновка-4;1234567;197551;;204294,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
133;;;;7 АП;17320,;;;A>B;A;ДС Карбышева -ДС Веснянка;1234567;162169;;14364,14458,14459,54541,14461,14462,14463,14464,14465,14466,14692,14693,14694,14695,14696,14697,15855,15853,15851,15849,54761,15847,68808,15846;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ДС Веснянка - ДС Карбышева;1234567;162170;;15846,54756,54757,15850,15852,15854,15856,14843,14844,14845,14846,14847,14444,14445,14446,14447,14448,14449,14450,15781,58332,14364;;
134с;;;;6 АП;;;;A>B;A;ДС Чижовка - ДС Малиновка-4;1234567;191932;;68866,15539,15541,15485,15486,15456,58334,15985,15052,15056,15058,15031,15032,15948,230009,14975,14925,14928,14929,14947,14949,15581,54638;;d1 - 19.06.2017<br>d2-d5 - 20.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ДС Малиновка-4 - ДС Чижовка;1234567;191931;;54638,14951,14953,14955,14956,14957,14989,14988,16255,15949,15030,15047,15049,15089,15960,15490,15459,15460,15469,15500,15502,193249,68866;;
136;;;;7 АП;17334,;;;A>B;A;ДС Карастояновой - Озд.  центр Ждановичи;1234567;203228;;15750,15714,73818,73819,68965,15018,14758,14467,14456,15731,15736,14471,15741,15218,15011,15526,15039,15040,15041,15855,15853,15851,15849,54761,15077,15046,15075,15078,15079,15080,71418;;d1-d5 - 17.06.2017<br>d6-d7 - 17.06.2017
;;;;;;;;B>A;A;Озд.  центр Ждановичи - ДС Карастояновой;1234567;203227;;71418,15080,15081,15082,15076,15083,15921,54757,15850,15852,15854,15856,15084,15112,15113,15890,15743,58359,15740,15737,14516,14517,14518,14519,58357,73932,73820,15750;;
137;;;;5 АП;17318,;;;A>B;A;ДС Кунцевщина - Водоочистительная станция;12345;149231;;15858,14606,14607,14868,14870,14892,15171,15173,15174,15156,73320,71983;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Водоочистительная станция - ДС Кунцевщина;12345;149228;;71983,73321,15151,15152,15175,15176,14877,14878,14867,14600,14601,15522,15858;;
138;;;;7 АП;;;;A>B;A;ДС Кунцевщина - Промузел "Западный";1234567;198770;;15858,14606,14607,14868,14870,14871,14872,14873,15137,15155,15156,73320,71977,71979,71981;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Промузел "Западный" - ДС Кунцевщина;1234567;198771;;71981,71980,71978,73321,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,15522,15858;;
139;;;;;17323,;;;A>B;A;ДС Калиновского - Великий Лес;1234567;199879;;14355,14486,14487,14431,14676,14650,14648,14646,14644,14642,14376,14373,14371;;d1-d5 - 06.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;Великий Лес - ДС Калиновского;1234567;199880;;14371,14374,14375,14377,14643,14645,14647,14649,14651,14675,14513,14514,14515,54322,14355;;
140;;;;5 АП;17124,;;;A>B;A;ДС Сухарево-5 - ТЦ Ждановичи;1234567;192620;;133395,73663,15142,15143,58348,15157,15158,14874,14875,14876,14877,14878,14867,14600,14601,14602,14603,71957,71450,133184,133183;;d1 - 05.06.2017<br>d2-d5 - 06.06.2017<br>d6-d7 - 19.11.2016
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Сухарево-5;1234567;192617;;133183,133185,230015,151196,71456,14605,14606,14607,14868,14869,14870,14871,14872,14873,15137,15155,15156,15144,58347,73666,73665,133395;;
141;;;;7 АП;17318,;;;A>B;A;ДС Карбышева - Областная больница;12345;190594;;14364,14457,16019,16013,205171,205172,205174,205176,16023,16024,71974,269030;;d1-d5 - 01.07.2017
;;;;;;;;B>A;A;Областная больница - ДС Карбышева;12345;190595;;269030,16025,243612,16035,205178,205177,205175,205173,16039,16020,14364;;
142;;;;2 АП;;;;A>B;A;ДС Малиновка-4 - Промузел Западный;1234567;197566;;54638,133398,71977,71979,71981;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Промузел Западный -ДС  Малиновка-4;1234567;197567;;71981,71980,71978,15581,54638;;
143;;;;7 АП;;;;A>B;A;ДС Карбышева - Зеленый бор;1234567;179698;;14364,14457,16019,16013,16021,16022,16023,16024,243611,111034,72808;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Зеленый бор - ДС Карбышева;1234567;179699;;72808,16025,243612,16035,16036,16037,16038,16039,16020,14364;;
144с;;;;5 АП;17322,;;;A>B;A;ДС Кунцевщина - ДС Курасовщина;12345;202744;;15858,14606,14607,14868,14870,14892,15171,15173,15174,15156,73320,15949,15030,15047,15048,15836;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;ДС Курасовщина - ДС Кунцевщина;12345;202745;;15836,15056,15057,15058,15031,15948,73321,15151,15152,15175,15176,14877,14878,14867,14600,14601,15522,15858;;
145с;;;;7 АП;16986,;;;A>B;A;ДС Уручье-2 - Тубдиспансер;1234567;185821;;14386,14407,14410,14412,14413,14416,14631,14341,14343,14344,14400,14396,14391,14389,14457,16019,16013,16021,16022,16023,16024,243611,16026,16027,16028,16029,16032,16033;;d1-d5 - 04.07.2016<br>d6-d7 - 01.05.2017
;;;;;;;;B>A;A;Тубдиспансер - ДС Уручье - 2;1234567;185822;;16033,73800,16031,16030,71974,269030,16025,243612,16035,16036,16037,16038,16039,16020,14439,14388,14392,14397,14401,14346,14342,14422,14417,14415,14414,14411,14409,14408,14386;;
;;;;;;;0.5;D>B1;A;D - Тубдиспансер;1234567;185823;;14343,14344,14400,14396,14391,14389,14457,16019,16013,16021,16022,16023,16024,243611,16026,16027,16028,16029,16032,16033;;
146с;;;;;17084,;;;A>B;A;ДС Карбышева - Дроздово;12345;190560;;14364,15785,15786,230202,230004,230006;;d1-d5 - 10.10.2016
;;;;;;;;B>A;A;Дроздово - ДС Карбышева;12345;190561;;230006,230005,230203,15787,15784,14364;;
147;;;;2 АП;17320,;;;A>B;A;ДС Малиновка-4 - Брилевичи;1234567;197917;;54638,14951,14952,14982,14983,14984,14985,14986,14987,14989,14988,14990,16229,16231,71916,72681,16232,211138;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Брилевичи -ДС  Малиновка-4;1234567;197918;;211138,71972,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,14980,14981,14949,14950,147112,54638;;
;;;;;17322,;;0;B2>C;A;Малиновка-6 - РК Брилевичи;12345;202574;;71193,211138;;
147д;;;;;17318,;;;A>B;A;ДС Малиновка-4 - Брилевичи;12345;197412;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16229,16231,71916,72681,16232,211138;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Брилевичи - ДС Малиновка-4;12345;197413;;211138,71972,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
148с;;;;6 АП;17320,;;;A>B;A;ДС Шабаны - Ландера;67;199625;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334,15085,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Ландера - ДС Шабаны;67;199626;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.13;B>A1;A;АС Автозаводская - ДС Шабаны;67;199621;;15620,14745,14746;;
;;;;;;;0.68;A2>D;A;ДС Шабаны - АП 6 (подбор ч/з Иг. тракт);67;199629;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334;;
;;;;;;;0.5;A3>D;A;ДС Шабаны - АП 6 (подбор ч/з Чижовку);67;199620;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535;;
;;;;;;;0.64;B1>D;A;Ландера - АП 6;67;199624;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126;;
;;;;;;;0.13;D>A1;A;АП 6 - ДС Шабаны (подбор от ст.м.Могилевская);67;199622;;15620,14745,14746;;
;;;;;;;0.53;D>A2;A;АП 6 - ДС Шабаны (подбор от Иг. тракта);67;199628;;15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.36;D>A3;A;АП 6 - ДС Шабаны (подбор с ДС Чижовка);67;199632;;133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.5;D>B1;A;АП 6 - Ландера(подпор с ДС Чижовка);67;199627;;15535,15539,15540,15541,15485,15486,15456,58334,15085,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;
149;;;;5 АП;;;;A>B;A;ДС Запад-3 - РК Люцинская;1234567;201212;;69517,15170,15191,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,230014,133414,133386,133383;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;РК Люцинская - ДС Запад-3;1234567;201211;;133383,230067,133413,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14882,14883,14888,69517;;
150;;;;2 АП;;;;A>B;A;РК Брилевичи - Озерцо;1234567;197921;;211138,71972,72680,72679,16230,230009,14913,14914,14915,14916,14927,14928,14929,71193,197034,197035,197036,204297;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Озерцо - РК Брилевичи;1234567;197922;;204297,197063,197064,197065,197066,14955,14956,14957,14958,14959,14960,14973,14990,16229,16231,71916,72681,16232,211138;;
151э;;;;6 АП;17286,;;;A>B;A;ДС Серебрянка - ТЦ Ждановичи;234567;195910;;14501,14504,54306,15757,15754,15909,15944,14525,14528,14539,14553,14555,14556,14557,14558,58376;;d2-d5 - 16.05.2017<br>d6-d7 - 30.04.2017
;;;;;;;;B>A;A;ТЦ Ждановичи - ДС Серебрянка;234567;195911;;58376,14559,14560,14561,14562,14563,14554,14565,14569,15893,15894,15905,15752,15758,15762,14476,14501;;
152с;;;;5 АП;16923,;;;A>B;A;Малыш (Каменная горка-5 - ДС Одоевского);12345;181874;;73864,73865,73866,133344,72615,72616,14615,14852,15195,14819,14684,14850;;d1 - 02.05.2016<br>d2-d5 - 06.06.2017
;;;;;;;;B>A;A;Малыш (ДС Одоевского - Каменная Горка-5);1;181873;;14850,15195,14819,14684,14593,14597,73864,73865,73866,72615,72616;;
;;;;;17323,;;;B>A;A;Я.Мавра-Каменная Горка-5;2345;202977;;14850,15195,14819,14684,14593,14597,73864,73865,73866,133344,72615,72616;;
153;;;;7 АП;17322,;;;A>B;A;Танковая - Ст.м. Уручье;12345;202688;;14367,14370,14371,14374,14375,14377,277102,14656,14653;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Ст.м. Уручье - Танковая;12345;202687;;14653,14652,111246,14434,14437,14367;;
153д;;;;;;;;A>B;A;Танковая - Ст.м. Уручье;12345;202680;;14368,14436,14435,14656,14653;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Ст.м. Уручье - Танковая;12345;202679;;14653,14652,14378,14642,14376,14373,14372,14369,14368;;
154;;;;4 АП;16832,;;;A>B;A;ДС Карастояновой  - Щедрина;12345;177459;;15714,15713,58346,15724,15726,15727,14961,14962,14963,15145,15146,15148;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Щедрина - ДС Карастояновой;12345;177460;;15148,15149,15005,15006,15007,15751,15725,15717,15716,15715,15750,15714;;
155;;;;7 АП;17318,;;;A>B;A;ДС Уручье-4 - Озерище;1234567;201249;;14660,14659,14657,14656,14653,14650,14648,14646,14644,14642,14630,14639,16154,16152,16150,16158,14634;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Озерище - ДС Уручье-4;1234567;201250;;14634,14632,16149,16151,16153,14638,14640,14643,14645,14647,14649,14651,14652,14654,14658,14660;;
156э;;;;4 АП;;;;A>B;A;ДС Юго-Запад - Водоочистительная станция;1234567;187411;;54682,15656,15657,58338,14937,14945,14948,73320,71983;;d1-d4 - 01.06.2017<br>d5 - 02.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Водоочистительная станция - ДС Юго-Запад;1234567;187412;;71983,73320,14932,14934,15654,15655,15638,54682;;
157;;;;7 АП;;;;A>B;A;ДС Карбышева - Маневича;12345;190601;;14364,14458,14459,15783,15785,15786,73668;;d1-d5 - 01.07.2017
;;;;;;;;B>A;A;Маневича - ДС Карбышева;12345;190602;;73668,15787,15784,15782,58332,14364;;
158;;;;;;;;A>B;A;ДС Карбышева - Валерьяново;1234567;190606;;14364,14457,16019,133411;;d1-d5 - 01.07.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Валерьяново - ДС Карбышева;1234567;190607;;133411,16020,14364;;
159;;;;5 АП;17320,;;;A>B;A;ДС Запад-3 - Каменная горка-5 - ДС Запад-3;1234567;201175;;69517,14878,14608,14610,73868,73864,73865,73866,133344,72615,72616,72617,14868,72620;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;ДС Запад-3 - ДС Запад-3;1234567;201176;;72620,69517;;
160;;;;6 АП;17318,;;;A>B;A;АС Автозаводская - Институт Сосны;1234567;180205;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058,16059;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Институт Сосны - АС Автозаводская;1234567;180206;;16059,58333,16052,16048,16045,16074,14828,16041,14712,14830;;
160а;;;;;;;;A>B;A;АС Автозаводская - Институт Сосны;1234567;180196;;14830,15620,16040,16042,16043,16044,16073,16057,16058,16059;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Институт Сосны - АС Автозаводская;1234567;180197;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
161;;;;;17320,;;;A>B;A;АС Автозаводская - полигон Тростенецкий - Сосны;67;174032;;14830,15620,16040,16042,16043,16044,16073,16050,16060,133335,133119,16051,16057,16058;;d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Сосны - полигон  Тростенецкий - АС Автозаводская;67;174033;;16058,16052,16048,16045,16074,14828,16041,14712,14711,14830;;
161а;;;;;17318,;;;A>B;A;АС Автозаводская - Сосны - полигон Тростенецкий;1234567;180190;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;полигон Тростенецкий - Сосны - АС Автозаводская;1234567;180191;;16058,16052,16050,16060,133335,133119,16051,16048,16045,16074,14828,16041,14712,14711,14830;;
161с;;;;;;;;A>B;A;АС Автозаводская - АкваТрайпл - полигон  Тростенецкий;12345;180188;;14830,15620,16042,16050,16060,16110,133335;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;полигон  Тростенецкий - АкваТрайпл - АС Автозаводская;12345;180189;;133335,16110,133119,16051,14828,15343,14626,14830;;
162;;;;7 АП;;;;A>B;A;ДС Карбышева - Цна;1234567;193253;;14364,14459,15783,15785,15786,230202,16078,16079;;d1-d5 - 01.07.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Цна - ДС Карбышева;1234567;193254;;16079,16077,230203,15787,15784,15782,58332,14364;;
163;;;;2 АП;;;;A>B;A;ДС Одоевского - Воронянского;1234567;197590;;14850,14853,14682,14683,14684,14685,14686,14687,73833,16188,16189,15114,15115,15566,15122,15774,15891,15665,15838,15873,15878,15879,15880;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Воронянского - д/с Одоевского;1234567;197588;;15880,15881,15874,15872,15839,15845,15920,15599,15009,15010,15217,73835,73834,14576,14577,14589,14590,14591,14592,14852,15563,14850;;
165;;;;7 АП;;;;A>B;A;ДС Калиновского - пер. Геологический;12345;185826;;14354,14353,14996,14351,14350,14347,14403,14346,14342,14678,14500,243482,243481,15427,15428,15424,16252,15375,15376,15377,15370,15378;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;пер. Геологический - ДС Калиновского;12345;185827;;15378,69253,15371,15372,15373,15374,15425,15426,14418,14420,14341,14343,14344,14348,14349,14352,14354;;
166;;;;2 АП;;;;A>B;A;АС Юго-Западная - Михалово-2;1234567;202415;;132076,16253,15212,15213,71803,205260,277140;;d1-d7 - 01.06.2017
;;;;;;;;B>A;A;Михалово-2 - АС Юго-Западная;1234567;202416;;277140,205261,73042,14906,14907,16249,132076;;
168;;;;6 АП;;;;A>B;A;АС Автозаводская - АкваТрайпл - Сосны;12345;180209;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16110,133119,16051,16057,16058;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Сосны - АкваТрайпл - АС Автозаводская;12345;180210;;16058,16052,16048,16045,16074,14828,16041,14712,14830;;
168а;;;;;;;;A>B;A;АС Автозаводская - Сосны - АкваТрайпл;12345;180213;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;АкваТрайпл - Сосны - АС Автозаводская;12345;180214;;16058,16052,16050,16060,16110,133119,16051,16048,16045,16074,14828,16041,14712,14830;;
170э;;;;5 АП;;;;A>B;A;АС Юго-Западная - Западное кладбище;1234567;202338;;132076,212056,16255,71193,197035,197037,269111,269108,197084;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Западное кладбище - АС Юго-Западная;1234567;202339;;197084,269109,269110,197063,197065,14955,14959,14991,15197,132076;;
;;;;;;;0.5;B1>A;A;Озерцо - АС Юго-Западная;1234567;202337;;204297,197063,197065,14955,14959,14991,15197,132076;;
172э;;;;7 АП;17320,;;;A>B;A;ДС Уручье-2 - Колодищанское кладбище;67;201137;;14386,73195,14642,16138,16136;;d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Колодищанское кладбище - ДС Уручье-2;67;201136;;16136,16139,277102,14653,14386;;
173э;;;;6 АП;17315,;;;A>B;A;м-р Сокол - Нац. аэропорт "Минск";12345;202262;;16065,111376,133375,73752;;d1-d5 - 29.05.2017
;;;;;;;;B>A;A;Нац. аэропорт "Минск" - м-р Сокол;12345;202263;;73752,111377,16065;;
175э;;;;;16892,;;;A>B;A;Вокзал - Колядичи;12345;183955;;243538,15443,15444,15450,15455,15456,15992,15993,15995,15997,15999,15998;;d1-d5 - 01.04.2016
;;;;;;;;B>A;A;Колядичи - Вокзал;12345;183956;;15998,73901,16000,15996,15994,16001,15491,15492,15547,15552,243538;;
176э;;;;;17318,;;;A>B;A;ДС Серова - ДС Шабаны;12345;198178;;69176,15068,15096,15089,15490,15459,15469,204367,69288,14791,14794,14820,14821,14822,14744,14746;;d1-d4 - 01.06.2017<br>d5 - 02.06.2017
;;;;;;;;B>A;A;ДС Шабаны - ДС Серова;12345;198179;;14746,14785,14786,14787,14788,14789,14792,14793,236018,16160,15485,15456,58334,15090,15093,69175,69176;;
177э;;;;5 АП;17301,;;;A>B;A;ДС Кунцевщина - Озерцо;1234567;201836;;15858,14606,14868,14870,15173,15156,133254,197035,204297;;d1-d5 - 01.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Озерцо - ДС Кунцевщина;1234567;201837;;204297,197063,197065,197066,15151,15175,14878,14600,15522,15858;;
180с;;;;;17318,;;;A>B;A;ДС Серова - Красный бор;12345;196274;;69176,15068,15095,15096,15106,15052,15053,15056,15058,15031,15032,14930,14932,14933,14934,14935,15654,15638,58341,58337,14874,14875,14876,14877,14889,14890,16007;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Красный бор - ДС Серова;12345;196275;;16007,14893,15178,14870,14871,14872,14873,58335,58336,15647,15656,58338,14936,14937,14944,14945,71193,15030,15047,15049,15050,15090,15092,15093,15094,69175,69176;;
;;;;;;;0.04;D>B;A;D - Красный Бор;12345;196272;;14889,14890,16007;;
181э;;;;;17322,;;;A>B;A;Малыш-3 (Каменная Горка-5 - ДС Масюковщина);12345;202812;;187016,187017,133387,133389,187018,147047,147006,72403,15259,15261,15262,15228;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;Малыш-3 (ДС Масюковщина - Каменная Горка-5);12345;202813;;15228,15241,15518,151194,147007,199081,133381,133382,133386,133385,187016;;
183с;;;;2 АП + 6 АП;;;;A>B;A;ДС Лошица-2  - ДС Серебрянка;12345;202569;;68811,15468,15485,15486,15491,15493,15547,15548,15549,14728,15753,14472,15758,15760,14476,14501;;d1-d5 - 05.06.2017
;;;;;;;;B>A;A;ДС Серебрянка - ДС Лошица-2;12345;202568;;14501,15827,15759,15757,15756,15754,14803,15447,15449,15450,15454,15459,15460,15461,68810,68811;;
184с;;;;5 АП;17323,;;;A>B;A;Малыш-2 (Каменная Горка-5 - ДС Одоевского);12345;202988;;187016,187017,133387,133389,187018,147047,147006,72615,72616,14615,14682,14703,14704,14714,15130,15588,15563,14850;;d1 - 26.06.2017<br>d2-d5 - 06.06.2017
;;;;;;;;B>A;A;Малыш-2 (ДС Одоевского - Каменная горка-5);2345;202986;;14850,15562,15587,15166,14817,14818,14819,14593,14597,72406,151194,147007,199081,133381,133382,133386,133385,73866;;
;;;;;17343,;;;B>A;A;Малыш 2 Одоевского-Каменная горка-5;1;203656;;14850,15562,15587,15166,14817,14818,14819,14593,14597,72406,151194,147007,199081,133381,133382,133386,133385,73866;;
198э;;;;6 АП;17318,;;;A>B;A;Сокол - Г-ца Спутник;12345;202403;;16065,15343,15623,14782,14796,15874,15872,15839;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Г-ца Спутник - Сокол;12345;202404;;15838,15873,15878,14730,15616,15618,15620,16065;;
199с;;;;;;;;A>B;A;ДС Шабаны - Сосны;12345;198176;;14746,14753,14824,14825,16073,16057,16058;;d1-d4 - 01.06.2017<br>d5 - 02.06.2017
;;;;;;;;B>A;A;Сосны - ДС Шабаны;12345;198177;;16058,16052,16050,16060,16051,16048,14625,14713,14746;;
901;;;;2 АП + 4 АП;17322,;;;A>B;A;ДС Дружная - Комаровский рынок;1234567;202519;;73076,15894,191252,15309,191250,191256,15481,191258,14470,15400,15737,15733;;d1-d5 - 05.06.2017<br>d6-d7 - 03.06.2017
;;;;;;;;B>A;A;Комаровский рынок - ДС Дружная;1234567;202520;;15733,15734,15742,15823,15480,191255,191257,191251,16246,191253,15944,73075,73076;;
921;;;;7 АП;17318,;;;A>B;A;ДС Зеленый Луг-6 - ст.м. Восток;1234567;198729;;15788,15787,15784,15782,58332,14438,14358,14362,69222,14486,14487,14431,14488;;d1-d5 - 01.06.2017<br>d6-d7 - 01.07.2017
;;;;;;;;B>A;A;ст.м. Восток - ДС Зеленый Луг-6;1234567;198730;;14488,14677,14343,14344,14348,14349,14352,58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15788;;
929;;;;2 АП + 7 АП;17334,;;;A>B;A;ДС Калиновского - пл. Мясникова;1234567;203211;;14354,14353,14484,14483,15117,15118,15119,15120,15121,15107,14761,14760,14758,14467,14456,15731,15736,15738,15777,15779,15566,15122,15774,15775;;d1-d5 - 22.06.2017<br>d6-d7 - 17.06.2017
;;;;;;;;B>A;A;пл. Мясникова -  ДС Калиновского;1234567;203212;;15775,15597,15598,15599,15600,15776,58353,14516,14517,14518,14765,14766,14992,15017,15108,15109,15110,15111,15116,14482,14485,54352,14354;;
M1;;;metro;ТР П;16405,;;;A>B;A;Малиновка - Уручье;1234567;152640;;230018,133332,133333,133330,73205,73204,73203,73202,73201,73200,73199,73198,73197,73196,73195;;
;;;;;;;;B>A;A;Уручье - Малиновка;123457;152641;;73195,73196,73197,73198,73199,73200,73201,73202,73203,73204,73205,133330,133333,133332,230018;;
;;;;;;;;B>A;A;Уручье- Малиновка;6;152643;;73195,73196,73197,73198,73199,73200,73201,73202,73203,73204,73205,133330,133333,133332,230018;;
M2;;;;;15584,;;;A>B;A;Каменная Горка - Могилевская;1234567;52524;;73219,73218,73217,73216,73215,73214,73213,73212,73211,73210,73209,73208,73207,73206;;
;;;;;;;;B>A;A;Могилевская - Каменная Горка;1234567;52525;;73206,73207,73208,73209,73210,73211,73212,73213,73214,73215,73216,73217,73218,73219;;
3;;;tram;;17173,;;;A>B;A;ДС Озеро - ДС Серебрянка;1234567;196000;;15183,15184,15185,15188,15189,15232,15234,15264,230065,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;d1-d5 - 05.06.2017<br>d6-d7 - 07.01.2017
;;;;;;;;B>A;A;ДС Серебрянка - ДС Озеро;1234567;196001;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113,15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.40;A1>D;A;ДС Озеро - D;1234567;196002;;15183,15184,15185,15188,15189,15232,15234,15264,230065,15266,16117,16116,15315;;
